pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
79881	WiFi AP	Qxwlan	E600G	v2	NULL	unknown 2018		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=d8e6c3f6d95304bc84269d2292581767fc9bfd3a	18.06.0	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9531	1	650	8	128	2	-	¿	¿	-		Qualcomm Atheros QCA9531	b/g/n	-		ath10k	2	-	-	-		-	-	-		Yes	115200 / 8N1	Yes	5	1	¿	9-48 VDC, PoE	toh:qxwlan:e600g	View/Edit data	NULL	NULL	E600G	E600G	NULL	http://www.qxwlan.com/product/p/15.html	http://www.qxwlan.com/product/p/15.html	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-e600g-v2-16M-squashfs-sysupgrade.bin	NULL	NULL	U-Boot web recovery		NULL		media:example:genericrouter1.png	
79899	Travel Router	TP-Link	TL-WR902AC	v3	https://fcc.io/TE7/WR902ACV3	Available 2019	amazon.de, amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=d13b05741a4d05a271d26fc3be61e76530025098	18.06.0	19.07.5	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628AN	1	580	8	64	1	-	rt3050	Yes	-		MediaTek MT7628AN	b/g/n	a/n/ac		mt76	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	¿	5	3	-	5 VDC, 2.0 A (µUSB)	toh:tp-link:tl-wr902ac_v3	View/Edit data	NULL	NULL	TL-WR902AC v3	TL-WR902AC v3	https://wikidevi.wi-cat.ru/TP-LINK_TL-WR902AC_v3.x	https://www.tp-link.com/en/products/details/TL-WR902AC.html	https://www.tp-link.com/en/download/TL-WR902AC_V3.html	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-tplink_tl-wr902ac-v3-squashfs-tftp-recovery.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-tplink_tl-wr902ac-v3-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_tl-wr902ac-v3-squashfs-tftp-recovery.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_tl-wr902ac-v3-squashfs-sysupgrade.bin	U-Boot TFTP recovery	Rename firmware to tp_recovery.bin on TFTP Server.	U-Boot TFTP recovery	Rename firmware to tp_recovery.bin on TFTP Server.	media:tplink:tl-wr902ac.png	The installation process is covered by a video.link- http://youtu.be/LIM_2BLi91M
79901	WiFi Router	Netgear	WNDAP360	NULL	https://fcc.io/PY3/11100154	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=c70694e755910904cb31267800cf15ff428cb704	14.07	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7161	1	680	8	128	-	1	-	No	-		Atheros AR9223	b/g/n	a/n	2x2	ath9k	2	-	-	-		-	-	-		Yes	9600 / 8N1	¿	¿	1	-	12 VDC, 1.0 A, PoE 802.3af	toh:netgear:wndap360	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=43042	NULL	WNDAP360	WNDAP360	https://wikidevi.wi-cat.ru/Netgear_WNDAP360	https://www.netgear.com/support/product/WNDAP360	https://www.netgear.com/support/product/WNDAP360	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wndap360-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:netgear:wndap360:wndap360_cover-front.jpg	
79902	WiFi Router	TP-Link	Archer C5 AC1200	v1	https://fcc.io/TE7/C5	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=dc628f2e0870d448313e790398bfaf36850c4702	14.07	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	5	Atheros AR8327N	Yes	-		Qualcomm Atheros QCA9880-BR4A	b/g/n	a/n/ac	3x3	ath10k	3	-	2x 2.0	-		-	-	-		Yes	¿	Yes	¿	¿	-	12 VDC, 2.5 A	toh:tp-link:archer-c5-c7-wdr7500	View/Edit data	https://forum.archive.openwrt.org/viewtopic.php?id=44201	NULL	Archer C5 AC1200	Archer C5 AC1200	https://wikidevi.wi-cat.ru/TP-LINK_Archer_C5_v1.x	https://www.tp-link.com/en/products/details/Archer-C5.html	https://www.tp-link.com/en/download/Archer-C5_V1.20.html	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-tplink_archer-c5-v1-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-tplink_archer-c5-v1-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c5-v1-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c5-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery	For TFTP, rename -factory image to ArcherC5v1_tp_recovery.bin	U-Boot TFTP recovery		media:tplink:archer-c5_un_1.0-02.jpg	Hardware identical to Archer C7 v2
79903	WiFi Router	ZyXEL	P-870HN-51b	NULL	https://fcc.io/I88/P870HN51B	Discontinued			15.05	19.07.5	WIP; Not working	brcm63xx	smp	mips_mips32	CFE	Broadcom BCM6368	2	400	8	32	4	-	Broadcom BCM6368U	Yes	xDSL		Broadcom BCM43222	b/g/n	-	2x2	b43	-	-	-	-		-	-	-		Yes	¿	¿	¿	¿	-	12 VDC, 1.0 A	toh:zyxel:p-870hn-51b	View/Edit data	NULL	NULL	P-870HN-51b	P-870HN-51b	https://wikidevi.wi-cat.ru/ZyXEL_P-870HN-51b	https://www.zyxel.com/products_services/p_870hn_51b.shtml		http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/smp/openwrt-19.07.5-brcm63xx-smp-96368MVWG-generic-squashfs-cfe.bin	NULL	http://downloads.openwrt.org/snapshots/targets/brcm63xx/smp/openwrt-brcm63xx-smp-96368MVWG-generic-squashfs-cfe.bin	NULL	GUI OEM		NULL		media:example:genericrouter1.png	SMP-enabled build is required for dual-core support
79904	WiFi Router	ZyXEL	P-870HN-53b	NULL	NULL	Discontinued			15.05	19.07.5	WIP; Not working	brcm63xx	smp	mips_mips32	CFE	Broadcom BCM6368	2	400	8	64	4	-	¿	Yes	xDSL		Broadcom BCM43222KFBG	b/g/n	-	2x2	b43	-	-	-	-		-	-	-		Yes	¿	¿	¿	¿	-	¿	toh:zyxel:p-870hn-53b	View/Edit data	NULL	NULL	P-870HN-53b	P-870HN-53b	https://wikidevi.wi-cat.ru/ZyXEL_P-870HN-53b			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/smp/openwrt-19.07.5-brcm63xx-smp-96368MVWG-generic-squashfs-cfe.bin	NULL	http://downloads.openwrt.org/snapshots/targets/brcm63xx/smp/openwrt-brcm63xx-smp-96368MVWG-generic-squashfs-cfe.bin	NULL	unknown		unknown		media:example:genericrouter1.png	SMP-enabled build is required for dual-core support
79905	WiFi Router	ZyXEL	P-870HNU-51c	NULL	NULL	unknown 2018					WIP	brcm63xx		mips_mips32	CFE	Broadcom BCM6368	2	400	32	64	-	4	¿	Yes	VDSL2		Broadcom BCM43222KFBG	b/g/n	-		b43	-	-	1x 2.0	-		-	-	-		Yes	¿	¿			-	¿	toh:zyxel:p-870hnu-51c	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=56921	NULL	P-870HNU-51c	P-870HNU-51c	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
79906	Single Board Computer	Pine64	SOPINE A64	NULL	NULL	Available 2018	pine64.org	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=8e1065d681daff321f715ce5c6c172c12036bd6f	18.06.0	19.07.5	NULL	sunxi	cortexa53	aarch64_cortex-a53	U-Boot	Allwinner A64	4	1200	microSDXC	2048	¿	¿	¿	¿	-		optional WiFi/BT module	-	-		NULL	¿	-	¿	-		¿	¿	-		Yes	¿	¿	¿	¿	more than 20	5 VDC, 2.0 A		View/Edit data	NULL	NULL	SOPINE	SOPINE	NULL	https://www.pine64.org/?page_id=1491	https://www.pine64.org/?page_id=1486	http://downloads.openwrt.org/releases/19.07.5/targets/sunxi/cortexa53/openwrt-19.07.5-sunxi-cortexa53-sun50i-a64-sopine-baseboard-squashfs-sdcard.img.gz	NULL	http://downloads.openwrt.org/snapshots/targets/sunxi/cortexa53/openwrt-sunxi-cortexa53-sun50i-a64-sopine-baseboard-squashfs-sdcard.img.gz	NULL	Sunxi installation		NULL		media:example:genericrouter1.png	
79926	WiFi Router	D-Link	DWR-921	C3	NULL	Available 2018	amazon.de, conrad.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=8db84cc0ee70382ea7f861691f73252cc7d3dfb3	18.06.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	JBoot	MediaTek MT7620N	1	580	16	64	5	-	MediaTek MT7620N	Yes	LTE		MediaTek MT7620N	b/g/n	-		mt76	2	-	-	-		-	other	-		Yes	57600 / 8N1	No	7	2	-	12 VDC, 1.0 A	toh:d-link:d-link_dwr-921	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=51451	NULL	DWR-921	DWR-921	NULL	https://eu.dlink.com/uk/en/products/dwr-921-4g-lte-router	https://eu.dlink.com/uk/en/products/dwr-921-4g-lte-router	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-dlink_dwr-921-c3-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-dlink_dwr-921-c3-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-dlink_dwr-921-c3-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-dlink_dwr-921-c3-squashfs-sysupgrade.bin	JBoot web recovery		JBoot web recovery		media:dlink:dwr-921:dlink_drw921c1_side.jpg	
79927	WiFi Router	D-Link	DWR-921	C1	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=6525bffc0a7ee6fabfe331a4d9e3eeabdd3516ae	18.06.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	JBoot	MediaTek MT7620N	1	580	16	64	5	-	MediaTek MT7620N	Yes	LTE		MediaTek MT7620N	b/g/n	-		mt76	2	-	-	-		-	other	-		Yes	57600 / 8N1	No	7	2	-	12 VDC, 1.0 A	toh:d-link:d-link_dwr-921	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=51451	NULL	DWR-921	DWR-921	NULL	https://eu.dlink.com/uk/en/products/dwr-921-4g-lte-router	https://eu.dlink.com/uk/en/products/dwr-921-4g-lte-router	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-dlink_dwr-921-c1-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-dlink_dwr-921-c1-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-dlink_dwr-921-c1-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-dlink_dwr-921-c1-squashfs-sysupgrade.bin	JBoot web recovery		JBoot web recovery		media:dlink:dwr-921:dlink_drw921c1_side.jpg	
79929	Range Extender	D-Link	DAP-1330	A1	https://fcc.io/KA2/AP1330A1	Available 2019	reichelt.de, voelkner.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=d265a8f2ca49a67a46493cf57de7c265855b317f	18.06.0	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9533 v2	1	650	8	64	1	-	-	¿	-		Qualcomm Atheros QCA9533	b/g/n	-	2T2R	ath10k	-	-	-	-		-	-	-		Yes	¿	¿	6	2	-	110-240 VAC, 50/60 Hz		View/Edit data	NULL	NULL	DAP-1330	DAP-1330	NULL	https://eu.dlink.com/uk/en/products/dap-1330-n300-wi-fi-range-extender	https://eu.dlink.com/uk/en/products/dap-1330-n300-wi-fi-range-extender	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-dap-1330-a1-squashfs-factory.img	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-dap-1330-a1-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dap-1330-a1-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dap-1330-a1-squashfs-sysupgrade.bin	GUI OEM		NULL		media:dlink:dap-1330.jpg	Phased out 09/01/2018 acc. OEM website
79934	WiFi Router	TP-Link	Archer C60	v2	https://fcc.io/TE7/C60	Discontinued 2020		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=c0742307a18178ee7d2cee1fc6b0e199ccb1e1fa	18.06.0	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9561	1	775	8	64	5	-	Qualcomm Atheros QCA9561	Yes	-		Qualcomm Atheros QCA9882	b/g/n	a/n/ac		ath10k	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	7	2	-	12 VDC, 1.0 A	toh:tp-link:tp-link_archer_c60_v2	View/Edit data	NULL	NULL	Archer C60	Archer C60	https://wikidevi.wi-cat.ru/TP-LINK_Archer_C60_v2.0	https://www.tp-link.com/en/products/details/cat-9_Archer-C60.html	https://www.tp-link.com/en/download/Archer-C60_V2.html	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-tplink_archer-c60-v2-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-tplink_archer-c60-v2-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c60-v2-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c60-v2-squashfs-sysupgrade.bin	U-Boot TFTP recovery	For TFTP, rename OpenWrt factory image to tp_recovery.bin, see ath79 git-commit	U-Boot TFTP recovery	For TFTP, rename OpenWrt factory image to tp_recovery.bin, see ath79 git-commit	https://img.olx.com.br/images/79/790805081539842.jpg	
79935	WiFi Router	TP-Link	TL-WR940N	v6	https://fcc.io/TE7/WR940NV6	Available 2019	amazon.de, amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=b834487203996e71c5ea25f83488873483b96522	18.06.0	18.06.9	NULL	ar71xx-ath79	tiny	mips_24kc	U-Boot	Qualcomm Atheros TP9343	1	750	4	32	5	-	Qualcomm Atheros TP9343	¿	-		Qualcomm Atheros TP9343	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	¿	¿	1	2	-	9 VDC, 0.6 A	toh:tp-link:tl-wr940n	View/Edit data	NULL	NULL	TL-WR940N	TL-WR940N	https://wikidevi.wi-cat.ru/TP-LINK_TL-WR940N_v6.x	https://www.tp-link.com/en/products/details/cat-9_TL-WR940N.html	https://www.tp-link.com/en/download/TL-WR940N_V6.html	http://downloads.openwrt.org/releases/18.06.9/targets/ar71xx/tiny/openwrt-18.06.9-ar71xx-tiny-tl-wr940n-v6-squashfs-factory.bin	http://downloads.openwrt.org/releases/18.06.9/targets/ar71xx/tiny/openwrt-18.06.9-ar71xx-tiny-tl-wr940n-v6-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	Factory image also available for EU, US + BR
79943	WiFi Router	YouHua	WR1200JS	NULL	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=80a94aacaf8ce67d7a6f0f4342292c4a427ec838	18.06.0	19.07.5	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	16	128	-	5	MediaTek MT7621AT	Yes	-		MediaTek MT7612E	b/g/n	a/n/ac		mt76	-	-	1x 2.0	-		-	-	-		¿	¿	¿	10	3	-	12 VDC, 1.5 A		View/Edit data	NULL	NULL	WR1200JS	WR1200JS	https://wikidevi.wi-cat.ru/Youhua_WR1200JS			http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7621/openwrt-19.07.5-ramips-mt7621-youhua_wr1200js-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7621/openwrt-19.07.5-ramips-mt7621-youhua_wr1200js-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-youhua_wr1200js-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-youhua_wr1200js-squashfs-sysupgrade.bin	see git-commit		unknown		media:youhua:youhua_wr1200js_1.jpg	
79944	Travel Router - Battery powered	Zorlik	ZL5900	v2	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=bcf21251425de261a64a27fe21529d2ddbcc13d5	18.06.0	19.07.5	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	8	32	1	-	-	¿	-		Ralink RT5350F	b/g/n	-	1x1	unknown	-	-	1x 2.0	-		-	-	-		¿	¿	¿	¿	¿	-	5 VDC (µUSB), 5200 mAh battery		View/Edit data	NULL	NULL	ZL5900	ZL5900	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-zorlik_zl5900v2-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-zorlik_zl5900v2-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-zorlik_zl5900v2-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-zorlik_zl5900v2-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
79945	WiFi Router	ZTE	ZXV10 H201L	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=7d2c5682b9bd626759daba4f39b1f7e21c06421b	17.01.0	19.07.5	NULL	lantiq	xway	mips_24kc	U-Boot	Lantiq AMAZON-SE	1	266	8	32	-	4	Realtek RTL8306G	¿	ADSL2+		Atheros AR9271	b/g/n	-		ath9k	-	-	-	-		-	-	POTS		Yes	115200 / 8N1	Yes	¿	¿	-	¿	toh:zte:zxv10h201l	View/Edit data	NULL	NULL	ZTE H201L	ZTE H201L	NULL	http://wwwen.zte.com.cn/pub/en/products/access/cpe/201111/t20111110_262342.html		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-zte_h201l-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-zte_h201l-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
79946	WiFi Router	AVM	FRITZ!Box 7312	NULL	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=02d53e6a2113f80ae429664e7990d167fbf44604	19.07.0	19.07.5	FXS	lantiq	xway	mips_24kc	Adam2	Lantiq XWAY ARX188	2	393	16	64	1	-	-	¿	ADSL2+		Atheros AR9227	b/g/n	-		ath9k	-	-	-	-		-	-	DECT		Yes	115200 / 8N1	¿	5	2	-	5 VDC, 1.6 A	toh:avm:fritz.box.wlan.7312	View/Edit data	NULL	NULL	FRITZ!Box 7312	FritzBox 7312	NULL	https://avm.de/service/fritzbox/fritzbox-7312/uebersicht/	https://avm.de/service/downloads/?product=fritzbox-7312	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-avm_fritz7312-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-avm_fritz7312-squashfs-sysupgrade.bin	see git-commit	Works with images of Fritz!Box 7320	EVA FTP		media:example:genericrouter1.png	See also https://boxmatrix.info/wiki/FRITZ!Box_7312
79947	WiFi Router	AVM	FRITZ!Box 7330	NULL	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=2c33df03761f366193eeb2c3ffd28dfea475de41		19.07.5	LAN2	lantiq	xway	mips_24kc	Adam2	Lantiq XWAY ARX188	2	393	16	64	1	1	-	Yes	ADSL2+	LAN2 AR8030-A 100M port not working	Atheros AR9227	b/g/n	-		ath9k	-	-	2x 2.0	-		-	-	POTS		Yes	115200 / 8N1	Yes	6	2	-	12 VDC, 1.0 A	toh:avm:fritz.box.wlan.7330	View/Edit data	NULL	NULL	FRITZ!Box 7330	FRITZ!Box 7330	NULL	https://en.avm.de/service/fritzbox/fritzbox-7330/overview/		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xway/openwrt-19.07.5-lantiq-xway-avm_fritz7320-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-avm_fritz7320-squashfs-sysupgrade.bin	see devicepage	Works with images of Fritz!Box 7320	see devicepage		media:example:genericrouter1.png	See also https://boxmatrix.info/wiki/FRITZ!Box_7330
79948	Single Board Computer	8devices	Jalapeno	NULL	NULL	Available 2019	shop.8devices.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=1e341bb5ef9ba342a56ad2765c2876091fdc66db	18.06.0	19.07.5	NULL	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	U-Boot	Qualcomm Atheros IPQ4018	4	700	8	256	-	2	Qualcomm Atheros QCA8072	¿	-		Qualcomm Atheros IPQ4018	b/g/n	a/n/ac		ath10k	2	-	1x mini-USB (power)	-		-	-	-		Yes	¿	Yes	¿	¿	¿	5 VDC, 2.55 A (mini-USB)		View/Edit data	NULL	NULL	Jalapeno	Jalapeno	NULL	https://www.8devices.com/products/jalapeno		http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-8dev_jalapeno-squashfs-nand-factory.ubi	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-8dev_jalapeno-squashfs-nand-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-8dev_jalapeno-squashfs-nand-factory.ubi	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-8dev_jalapeno-squashfs-nand-sysupgrade.bin	Sysupgrade		unknown		media:example:genericrouter1.png	
79949	Range Extender	Netgear	EX6100	v2	https://fcc.io/PY3/16100333	Available 2019	amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=970f1914be3f299fb302ca74a214589397000858	18.06.0	19.07.5	AP-Extender toggle-switch	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	¿	Qualcomm Atheros IPQ4018	4	717	16	256	-	1	Qualcomm Atheros QCA8072	¿	-		Qualcomm Atheros IPQ4018	b/g/n	a/n/ac		ath10k	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	6	2	-	100-240 VAC, 50/60 Hz, 0.16 A		View/Edit data	NULL	NULL	EX6100	EX6100	https://wikidevi.wi-cat.ru/Netgear_EX6100v2	https://www.netgear.com/home/products/networking/wifi-range-extenders/EX6100.aspx	https://www.netgear.com/support/product/EX6100v2	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-netgear_ex6100v2-squashfs-factory.img	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-netgear_ex6100v2-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-netgear_ex6100v2-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-netgear_ex6100v2-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
79950	Range Extender	Netgear	EX6150	v2	https://fcc.io/PY3/16100334	Available 2019	amazon.com, amazon.de, reichelt.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=970f1914be3f299fb302ca74a214589397000858	18.06.0	19.07.5	AP-Extender toggle-switch	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	¿	Qualcomm Atheros IPQ4018	4	717	16	256	-	1	Qualcomm Atheros QCA8072	¿	-		Qualcomm Atheros IPQ4018	b/g/n	a/n/ac		ath10k	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	6	2	-	100-240 VAC, 50/60 Hz, 0.16 A		View/Edit data	NULL	NULL	EX6150	EX6150	https://wikidevi.wi-cat.ru/Netgear_EX6100v2	https://www.netgear.com/home/products/networking/wifi-range-extenders/EX6150.aspx	https://www.netgear.com/support/product/EX6150v2	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-netgear_ex6150v2-squashfs-factory.img	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-netgear_ex6150v2-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-netgear_ex6150v2-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-netgear_ex6150v2-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
79952	Single Board Computer	Gateworks	Newport GW6100	NULL	NULL	unknown 2018	¿	http://¿		snapshot	NULL	octeontx	generic		¿	Cavium CN8021	2	800	8192	1024	-	1	¿	¿	-		1x mini-PCIe	-	-		unknown	-	-	1x 2.0	¿		-	-	-		Yes	¿	¿	¿	¿	¿	8-60 VDC, passive PoE	toh:gateworks:start	View/Edit data	NULL	NULL	Newport GW6100	GW61	NULL	http://www.gateworks.com/octeon-tx-single-board-computers-gateworks-newport	http://trac.gateworks.com/wiki/newport	http://dev.gateworks.com/newport/openwrt/	NULL	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
